,plot,UID,species,year,dbh,basal
2207.2015,E6,E6T101,Trema cannabina,2015,NA,NA
2208.2015,E6,E6T102,Macaranga gigantea,2015,NA,NA
2209.2015,E6,E6T103,Aporosa globifera,2015,1.2,1.130973355
2210.2015,E6,E6T104,Melastoma malabathricum,2015,1.8,2.544690049
2211.2015,E6,E6T105,Garcinia cf. parvifolia,2015,1.2,1.130973355
2212.2015,E6,E6T106,Garcinia cf. parvifolia,2015,1.2,1.130973355
2213.2015,E6,E6T107,Macaranga conifera,2015,NA,NA
2214.2015,E6,E6T108,Melastoma malabathricum,2015,NA,NA
2215.2015,E6,E6T109,Beilschmiedia madang,2015,NA,NA
2216.2015,E6,E6T10B,Litsea lancifolia,2015,1.1,0.950331778
2217.2015,E6,E6T10C,Litsea lancifolia,2015,1.8,2.544690049
2218.2015,E6,E6T10D,Litsea lancifolia,2015,1.5,1.767145868
2219.2015,E6,E6T11,Sterculia coccinea,2015,NA,NA
2220.2015,E6,E6T110,Clerodendrum laevifolium,2015,2.5,4.908738521
2221.2015,E6,E6T111,Melastoma malabathricum,2015,1.2,1.130973355
2222.2015,E6,E6T112,Melastoma malabathricum,2015,NA,NA
2223.2015,E6,E6T113,Macaranga heynei,2015,2.1,3.463605901
2224.2015,E6,E6T114,Garcinia parvifolia,2015,1.3,1.327322896
2225.2015,E6,E6T115,Melastoma malabathricum,2015,NA,NA
2226.2015,E6,E6T116,Melastoma malabathricum,2015,2.6,5.309291585
2227.2015,E6,E6T117,Aporosa frutescens,2015,NA,NA
2228.2015,E6,E6T118,Antidesma cf. cuspidatum,2015,1.5,1.767145868
2229.2015,E6,E6T119,Sterculia coccinea,2015,1.5,1.767145868
2230.2015,E6,E6T12,Hevea brasiliensis,2015,NA,NA
2231.2015,E6,E6T120,Memecylon lilacinum,2015,1.2,1.130973355
2232.2015,E6,E6T121,Garcinia cf. parvifolia,2015,1,0.785398163
2233.2015,E6,E6T122,Garcinia cf. parvifolia,2015,1,0.785398163
2234.2015,E6,E6T123,Litsea lancifolia,2015,1.5,1.767145868
2235.2015,E6,E6T124,Sterculia coccinea,2015,1.1,0.950331778
2236.2015,E6,E6T125,Santiria laevigata,2015,2.2,3.801327111
2237.2015,E6,E6T126,Sterculia coccinea,2015,NA,NA
2238.2015,E6,E6T127,Gonystylus confusus,2015,2.4,4.523893421
2239.2015,E6,E6T128,Syzygium filiforme,2015,NA,NA
2240.2015,E6,E6T129,Archidendron clypearia,2015,7.9,49.01669938
2241.2015,E6,E6T13,Garcinia cf. parvifolia,2015,2,3.141592654
2242.2015,E6,E6T14,Syzygium filiforme,2015,NA,NA
2243.2015,E6,E6T15,Timonius wallichianus,2015,NA,NA
2244.2015,E6,E6T15B,Timonius wallichianus,2015,2,3.141592654
2245.2015,E6,E6T15C,Timonius wallichianus,2015,2.8,6.157521601
2246.2015,E6,E6T15D,Timonius wallichianus,2015,NA,NA
2247.2015,E6,E6T15E,Timonius wallichianus,2015,1.1,0.950331778
2248.2015,E6,E6T16,Litsea lancifolia,2015,1.5,1.767145868
2249.2015,E6,E6T17,Canarium pilosum,2015,5,19.63495408
2250.2015,E6,E6T18,Prunus polystachya,2015,NA,NA
2251.2015,E6,E6T19,Syzygium nigricans,2015,5.3,22.06183441
2252.2015,E6,E6T21,Syzygium filiforme,2015,NA,NA
2253.2015,E6,E6T21B,Syzygium filiforme,2015,1.5,1.767145868
2254.2015,E6,E6T21C,Syzygium filiforme,2015,1.2,1.130973355
2255.2015,E6,E6T22,Canarium littorale,2015,1.9,2.83528737
2256.2015,E6,E6T23,Garcinia cf. parvifolia,2015,1.7,2.269800692
2257.2015,E6,E6T24,Garcinia cf. parvifolia,2015,1.4,1.5393804
2258.2015,E6,E6T25,Clerodendrum laevifolium,2015,2,3.141592654
2259.2015,E6,E6T26,Beilschmiedia madang,2015,2.3,4.154756284
2260.2015,E6,E6T27,Trema cannabina,2015,2.1,3.463605901
2261.2015,E6,E6T28,Garcinia cf. parvifolia,2015,2.7,5.725552611
2262.2015,E6,E6T29,Syzygium grande,2015,1.5,1.767145868
2263.2015,E6,E6T30,Aporosa globifera,2015,2.3,4.154756284
2264.2015,E6,E6T31,Hevea brasiliensis,2015,5.3,22.06183441
2265.2015,E6,E6T32,Tabernaemontana corymbosa,2015,1.2,1.130973355
2266.2015,E6,E6T33,Trema tomentosa,2015,2.7,5.725552611
2267.2015,E6,E6T34,Aporosa lucida,2015,5.1,20.42820623
2268.2015,E6,E6T35,Aporosa lucida,2015,1.3,1.327322896
2269.2015,E6,E6T35B,Aporosa lucida,2015,2.4,4.523893421
2270.2015,E6,E6T36,Macaranga heynei,2015,5,19.63495408
2271.2015,E6,E6T37,Melastoma malabathricum,2015,2.9,6.605198554
2272.2015,E6,E6T38,Macaranga heynei,2015,3.2,8.042477193
2273.2015,E6,E6T39,Trema cannabina,2015,NA,NA
2274.2015,E6,E6T39B,Trema cannabina,2015,NA,NA
2275.2015,E6,E6T39C,Trema cannabina,2015,NA,NA
2276.2015,E6,E6T39D,Trema cannabina,2015,NA,NA
2277.2015,E6,E6T39E,Trema cannabina,2015,NA,NA
2278.2015,E6,E6T40,Lindera lucida,2015,6.1,29.22466566
2279.2015,E6,E6T41,Melastoma malabathricum,2015,NA,NA
2280.2015,E6,E6T41B,Melastoma malabathricum,2015,NA,NA
2281.2015,E6,E6T42,Timonius wallichianus,2015,12.3,118.8228881
2282.2015,E6,E6T42B,Timonius wallichianus,2015,NA,NA
2283.2015,E6,E6T43,Ochanostachys amentacea,2015,2.4,4.523893421
2284.2015,E6,E6T44,Dacryodes longifolia,2015,3.5,9.621127502
2285.2015,E6,E6T45,Melastoma malabathricum,2015,2.1,3.463605901
2286.2015,E6,E6T45B,Melastoma malabathricum,2015,NA,NA
2287.2015,E6,E6T46,Elaeocarpus ferrugineus,2015,4.2,13.8544236
2288.2015,E6,E6T47,Elaeocarpus ferrugineus,2015,2.2,3.801327111
2289.2015,E6,E6T48,Garcinia cf. parvifolia,2015,10.3,83.32289115
2290.2015,E6,E6T48B,Garcinia cf. parvifolia,2015,NA,NA
2291.2015,E6,E6T48C,Garcinia cf. parvifolia,2015,NA,NA
2292.2015,E6,E6T48D,Garcinia cf. parvifolia,2015,NA,NA
2293.2015,E6,E6T49,Ochanostachys amentacea,2015,2,3.141592654
2294.2015,E6,E6T50,Syzygium inophyllum,2015,1.8,2.544690049
2295.2015,E6,E6T51,Trema cannabina,2015,NA,NA
2296.2015,E6,E6T52A,Clerodendrum laevifolium,2015,2.5,4.908738521
2297.2015,E6,E6T52B,Clerodendrum laevifolium,2015,2.3,4.154756284
2298.2015,E6,E6T53,Trema cannabina,2015,3.2,8.042477193
2299.2015,E6,E6T54,Gironniera nervosa,2015,2.9,6.605198554
2300.2015,E6,E6T55,Archidendron clypearia,2015,6.3,31.17245311
2301.2015,E6,E6T56,Aporosa globifera,2015,1.5,1.767145868
2302.2015,E6,E6T57,Beilschmiedia madang,2015,2.3,4.154756284
2303.2015,E6,E6T58,Archidendron clypearia,2015,9.1,65.03882191
2304.2015,E6,E6T58B,Archidendron clypearia,2015,NA,NA
2305.2015,E6,E6T59,Prunus polystachya,2015,3,7.068583471
2306.2015,E6,E6T60,Melastoma malabathricum,2015,NA,NA
2307.2015,E6,E6T60B,Melastoma malabathricum,2015,NA,NA
2308.2015,E6,E6T61,Elaeocarpus stipularis,2015,NA,NA
2309.2015,E6,E6T62A,Timonius wallichianus,2015,NA,NA
2310.2015,E6,E6T62B,Timonius wallichianus,2015,NA,NA
2311.2015,E6,E6T62C,Timonius wallichianus,2015,NA,NA
2312.2015,E6,E6T62D,Timonius wallichianus,2015,NA,NA
2313.2015,E6,E6T63,Timonius wallichianus,2015,2.6,5.309291585
2314.2015,E6,E6T63B,Timonius wallichianus,2015,1.6,2.010619298
2315.2015,E6,E6T64,Melastoma malabathricum,2015,2.2,3.801327111
2316.2015,E6,E6T64B,Melastoma malabathricum,2015,2.1,3.463605901
2317.2015,E6,E6T65,Litsea cf. accedens,2015,5.2,21.23716634
2318.2015,E6,E6T65B,Litsea cf. accedens,2015,2.4,4.523893421
2319.2015,E6,E6T66,Hevea brasiliensis,2015,10.9,93.31315579
2320.2015,E6,E6T67,Clerodendrum laevifolium,2015,2.3,4.154756284
2321.2015,E6,E6T67B,Clerodendrum laevifolium,2015,2.8,6.157521601
2322.2015,E6,E6T68,Antidesma cf. cuspidatum,2015,1.8,2.544690049
2323.2015,E6,E6T69,Trema cannabina,2015,NA,NA
2324.2015,E6,E6T70,Trema cannabina,2015,2.9,6.605198554
2325.2015,E6,E6T71,Hevea brasiliensis,2015,NA,NA
2326.2015,E6,E6T71B,Hevea brasiliensis,2015,5.3,22.06183441
2327.2015,E6,E6T73,Melastoma malabathricum,2015,NA,NA
2328.2015,E6,E6T73B,Melastoma malabathricum,2015,2,3.141592654
2329.2015,E6,E6T73C,Melastoma malabathricum,2015,2.8,6.157521601
2330.2015,E6,E6T74,Aporosa frutescens,2015,NA,NA
2331.2015,E6,E6T75,Aporosa frutescens ,2015,4,12.56637061
2332.2015,E6,E6T76,Gynotroches axillaris,2015,2.6,5.309291585
2333.2015,E6,E6T76B,Gynotroches axillaris,2015,2.2,3.801327111
2334.2015,E6,E6T76C,Gynotroches axillaris,2015,1.9,2.83528737
2335.2015,E6,E6T76D,Gynotroches axillaris,2015,3.4,9.079202769
2336.2015,E6,E6T76E,Gynotroches axillaris,2015,1.8,2.544690049
2337.2015,E6,E6T76F,Gynotroches axillaris,2015,1,0.785398163
2338.2015,E6,E6T77,Melastoma malabathricum,2015,1.5,1.767145868
2339.2015,E6,E6T78,Sterculia coccinea,2015,1.8,2.544690049
2340.2015,E6,E6T79,Aporosa lucida,2015,1.2,1.130973355
2341.2015,E6,E6T80,Macaranga heynei,2015,NA,NA
2342.2015,E6,E6T81,Lindera lucida,2015,NA,NA
2343.2015,E6,E6T82,Garcinia cf. parvifolia,2015,4.2,13.8544236
2344.2015,E6,E6T83,Trema cannabina,2015,NA,NA
2345.2015,E6,E6T84,Burseraceae 1,2015,1.1,0.950331778
2346.2015,E6,E6T85,Syzygium borneense,2015,1.2,1.130973355
2347.2015,E6,E6T86,Litsea lancifolia,2015,NA,NA
2348.2015,E6,E6T87,Garcinia cf. parvifolia,2015,1.4,1.5393804
2349.2015,E6,E6T88,Syzygium borneense,2015,1.8,2.544690049
2350.2015,E6,E6T89,Santiria laevigata,2015,1.5,1.767145868
2351.2015,E6,E6T90,Syzygium lineatum,2015,1.5,1.767145868
2352.2015,E6,E6T91,Archidendron clypearia,2015,NA,NA
2353.2015,E6,E6T92A,Aporosa globifera,2015,1.1,0.950331778
2354.2015,E6,E6T92B,Aporosa globifera,2015,NA,NA
2355.2015,E6,E6T93,Syzygium filiforme,2015,1.4,1.5393804
2356.2015,E6,E6T94,Antidesma cf. cuspidatum,2015,1.8,2.544690049
2357.2015,E6,E6T95,Melastoma malabathricum,2015,1.3,1.327322896
2358.2015,E6,E6T96A,Melastoma malabathricum,2015,2.5,4.908738521
2359.2015,E6,E6T96B,Melastoma malabathricum,2015,NA,NA
2360.2015,E6,E6T97,Syzygium inophyllum,2015,NA,NA
2361.2015,E6,E6T98,Melastoma malabathricum,2015,NA,NA
2362.2015,E6,E6T99,Syzygium inophyllum,2015,NA,NA
2363.2015,F1,F1T01,Archidendron clypearia,2015,NA,NA
2364.2015,F1,F1T02,Syzygium filiforme,2015,3.6,10.1787602
2365.2015,F1,F1T02B,Syzygium filiforme,2015,3.3,8.552985999
2366.2015,F1,F1T03,Archidendron clypearia,2015,5.3,22.06183441
2367.2015,F1,F1T04,Porterandia anisophylla,2015,2.7,5.725552611
2368.2015,F1,F1T05,Prunus polystachya,2015,NA,NA
2369.2015,F1,F1T06,Litsea castanea,2015,1.3,1.327322896
2370.2015,F1,F1T07,Rhodamnia cinerea,2015,15.4,186.2650284
2371.2015,F1,F1T08,Garcinia cf. parvifolia,2015,NA,NA
2372.2015,F1,F1T09,Syzygium filiforme,2015,3.8,11.34114948
2373.2015,F1,F1T10,Timonius wallichianus,2015,3.4,9.079202769
2374.2015,F1,F1T100,Garcinia cf. parvifolia,2015,2.7,5.725552611
2375.2015,F1,F1T101,Archidendron clypearia,2015,2.5,4.908738521
2376.2015,F1,F1T102,Prunus polystachya,2015,NA,NA
2377.2015,F1,F1T103,Prunus polystachya,2015,1.9,2.83528737
2378.2015,F1,F1T104,Baccaurea parviflora,2015,NA,NA
2379.2015,F1,F1T105,Burseraceae 1,2015,1.3,1.327322896
2380.2015,F1,F1T106,Burseraceae 1,2015,1.4,1.5393804
2381.2015,F1,F1T107,Gordonia multinervis,2015,3,7.068583471
2382.2015,F1,F1T108,Porterandia anisophylla,2015,NA,NA
2383.2015,F1,F1T108B,Porterandia anisophylla,2015,1.7,2.269800692
2384.2015,F1,F1T108C,Porterandia anisophylla,2015,1.2,1.130973355
2385.2015,F1,F1T109,Palaquium obovatum,2015,1.4,1.5393804
2386.2015,F1,F1T11,Beilschmiedia madang,2015,2.4,4.523893421
2387.2015,F1,F1T110,Canarium pilosum,2015,2.5,4.908738521
2388.2015,F1,F1T111,Canarium pilosum,2015,3.6,10.1787602
2389.2015,F1,F1T112,Syzygium filiforme,2015,4.5,15.90431281
2390.2015,F1,F1T113,Timonius wallichianus,2015,1.3,1.327322896
2391.2015,F1,F1T114,Santiria laevigata,2015,NA,NA
2392.2015,F1,F1T115,Litsea castanea,2015,2.4,4.523893421
2393.2015,F1,F1T116,Calophyllum wallichianum var. incrassatum,2015,1.7,2.269800692
2394.2015,F1,F1T117,Macaranga trichocarpa,2015,NA,NA
2395.2015,F1,F1T117B,Macaranga trichocarpa,2015,NA,NA
2396.2015,F1,F1T118,Timonius wallichianus,2015,4.7,17.34944543
2397.2015,F1,F1T119,Palaquium obovatum,2015,1.2,1.130973355
2398.2015,F1,F1T12,Beilschmiedia madang,2015,2.8,6.157521601
2399.2015,F1,F1T120,Beilschmiedia madang,2015,2,3.141592654
2400.2015,F1,F1T121,Beilschmiedia madang,2015,1.9,2.83528737
2401.2015,F1,F1T122,Prunus polystachya,2015,4.1,13.20254313
2402.2015,F1,F1T124,Rhodamnia cinerea,2015,2.5,4.908738521
2403.2015,F1,F1T125,Palaquium obovatum,2015,2.9,6.605198554
2404.2015,F1,F1T126,Santiria laevigata,2015,2.5,4.908738521
2405.2015,F1,F1T127,Gironniera nervosa,2015,2.3,4.154756284
2406.2015,F1,F1T128,Palaquium obovatum,2015,1.7,2.269800692
2407.2015,F1,F1T129,Garcinia cf. parvifolia,2015,2.3,4.154756284
2408.2015,F1,F1T13,Syzygium filiforme,2015,1.3,1.327322896
2409.2015,F1,F1T130,Garcinia cf. parvifolia,2015,2,3.141592654
2410.2015,F1,F1T131,Burseraceae 1,2015,3.2,8.042477193
2411.2015,F1,F1T132,Burseraceae 1,2015,NA,NA
2412.2015,F1,F1T133,Burseraceae 1,2015,NA,NA
2413.2015,F1,F1T134,Litsea firma,2015,1.9,2.83528737
2414.2015,F1,F1T135,Litsea elliptica,2015,2.7,5.725552611
2415.2015,F1,F1T136,Beilschmiedia madang,2015,1.7,2.269800692
2416.2015,F1,F1T137,Timonius wallichianus,2015,1.6,2.010619298
2417.2015,F1,F1T138,Timonius wallichianus,2015,1.2,1.130973355
2418.2015,F1,F1T139,Timonius wallichianus,2015,2.4,4.523893421
2419.2015,F1,F1T14,Garcinia cf. parvifolia,2015,1.9,2.83528737
2420.2015,F1,F1T140,Prunus polystachya,2015,1.8,2.544690049
2421.2015,F1,F1T141,Timonius wallichianus,2015,4.3,14.52201204
2422.2015,F1,F1T141B,Timonius wallichianus,2015,1.1,0.950331778
2423.2015,F1,F1T141C,Timonius wallichianus,2015,1.5,1.767145868
2424.2015,F1,F1T142,Gordonia multinervis,2015,1,0.785398163
2425.2015,F1,F1T143,Garcinia cf. parvifolia,2015,1.2,1.130973355
2426.2015,F1,F1T144,Garcinia cf. parvifolia,2015,NA,NA
2427.2015,F1,F1T145,Garcinia cf. parvifolia,2015,1.1,0.950331778
2428.2015,F1,F1T146,Garcinia cf. parvifolia,2015,1.2,1.130973355
2429.2015,F1,F1T147,Syzygium filiforme,2015,1,0.785398163
2430.2015,F1,F1T148,Prunus polystachya,2015,1.1,0.950331778
2431.2015,F1,F1T149,Garcinia cf. parvifolia,2015,1,0.785398163
2432.2015,F1,F1T15,Diospyros cf. lanceifolia,2015,1.7,2.269800692
2433.2015,F1,F1T150,Burseraceae 1,2015,1.1,0.950331778
2434.2015,F1,F1T151,Garcinia cf. parvifolia,2015,1.6,2.010619298
2435.2015,F1,F1T152,Garcinia cf. parvifolia,2015,1,0.785398163
2436.2015,F1,F1T153,Phaeanthus ophthalmicus,2015,1.2,1.130973355
2437.2015,F1,F1T154,Prunus polystachya,2015,NA,NA
2438.2015,F1,F1T155,Garcinia cf. parvifolia,2015,1.1,0.950331778
2439.2015,F1,F1T156,Phaeanthus ophthalmicus,2015,NA,NA
2440.2015,F1,F1T157,Palaquium obovatum,2015,1,0.785398163
2441.2015,F1,F1T158,Garcinia cf. parvifolia,2015,NA,NA
2442.2015,F1,F1T159,Timonius wallichianus,2015,1.5,1.767145868
2443.2015,F1,F1T16,Strychnos ignatii,2015,1.6,2.010619298
2444.2015,F1,F1T160,Syzygium filiforme,2015,1.7,2.269800692
2445.2015,F1,F1T161,Prunus polystachya,2015,1,0.785398163
2446.2015,F1,F1T162,Prunus polystachya,2015,2.2,3.801327111
2447.2015,F1,F1T163,Gonystylus confusus,2015,1.9,2.83528737
2448.2015,F1,F1T164,Palaquium obovatum,2015,1.7,2.269800692
2449.2015,F1,F1T165,Santiria laevigata,2015,1.7,2.269800692
2450.2015,F1,F1T166,Palaquium obovatum,2015,2.2,3.801327111
2451.2015,F1,F1T167,Litsea elliptica,2015,NA,NA
2452.2015,F1,F1T168,Buchanania sessifolia,2015,2.4,4.523893421
2453.2015,F1,F1T169,Nothaphoebe umbelliflora,2015,2.5,4.908738521
2454.2015,F1,F1T17,Strychnos ignatii,2015,NA,NA
2455.2015,F1,F1T170,Litsea castanea,2015,1.8,2.544690049
2456.2015,F1,F1T171,Burseraceae 1,2015,1.2,1.130973355
2457.2015,F1,F1T172,Burseraceae 1,2015,1,0.785398163
2458.2015,F1,F1T173,Archidendron clypearia,2015,1,0.785398163
2459.2015,F1,F1T174,Garcinia cf. parvifolia,2015,1.3,1.327322896
2460.2015,F1,F1T175,Palaquium obovatum,2015,1.4,1.5393804
2461.2015,F1,F1T176,Garcinia cf. parvifolia,2015,2.3,4.154756284
2462.2015,F1,F1T177,Burseraceae 1,2015,1.2,1.130973355
2463.2015,F1,F1T178,Syzygium filiforme,2015,1.8,2.544690049
2464.2015,F1,F1T179,Diospyros lanceifolia,2015,1.1,0.950331778
2465.2015,F1,F1T18,Beilschmiedia madang,2015,2.7,5.725552611
2466.2015,F1,F1T180,Syzygium zeylanicum,2015,1.1,0.950331778
2467.2015,F1,F1T181,Prunus polystachya,2015,1.2,1.130973355
2468.2015,F1,F1T182,Syzygium filiforme,2015,1.2,1.130973355
2469.2015,F1,F1T183,Prunus polystachya,2015,NA,NA
2470.2015,F1,F1T184,Garcinia cf. parvifolia,2015,1.2,1.130973355
2471.2015,F1,F1T185,Phaeanthus ophthalmicus,2015,1.5,1.767145868
2472.2015,F1,F1T186,Gonystylus confusus,2015,1.6,2.010619298
2473.2015,F1,F1T187,Calophyllum wallichianum var. incrassatum,2015,1.1,0.950331778
2474.2015,F1,F1T188,Lithocarpus conocarpus,2015,1.8,2.544690049
2475.2015,F1,F1T189,Prunus polystachya,2015,1.5,1.767145868
2476.2015,F1,F1T19,Syzygium filiforme,2015,2.2,3.801327111
2477.2015,F1,F1T190,Palaquium obovatum,2015,1.2,1.130973355
2478.2015,F1,F1T191,Palaquium obovatum,2015,1.6,2.010619298
2479.2015,F1,F1T20,Alstonia angustifolia,2015,5.1,20.42820623
2480.2015,F1,F1T21,Syzygium filiforme,2015,3.4,9.079202769
2481.2015,F1,F1T22,Garcinia cf. parvifolia,2015,NA,NA
2482.2015,F1,F1T23,Timonius wallichianus,2015,5.2,21.23716634
2483.2015,F1,F1T23B,Timonius wallichianus,2015,1.8,2.544690049
2484.2015,F1,F1T24,Calophyllum wallichianum var. incrassatum,2015,NA,NA
2485.2015,F1,F1T25,Prunus polystachya,2015,10.3,83.32289115
2486.2015,F1,F1T26,Macaranga trichocarpa,2015,2.6,5.309291585
2487.2015,F1,F1T26B,Macaranga trichocarpa,2015,NA,NA
2488.2015,F1,F1T26C,Macaranga trichocarpa,2015,NA,NA
2489.2015,F1,F1T26D,Macaranga trichocarpa,2015,NA,NA
2490.2015,F1,F1T26E,Macaranga trichocarpa,2015,NA,NA
2491.2015,F1,F1T26F,Macaranga trichocarpa,2015,1.2,1.130973355
2492.2015,F1,F1T27,Timonius wallichianus,2015,2.8,6.157521601
2493.2015,F1,F1T28,Garcinia cf. parvifolia,2015,2.2,3.801327111
2494.2015,F1,F1T29,Alstonia angustifolia,2015,3.4,9.079202769
2495.2015,F1,F1T30,Garcinia cf. parvifolia,2015,5.1,20.42820623
2496.2015,F1,F1T31,Garcinia cf. parvifolia,2015,1.8,2.544690049
2497.2015,F1,F1T32,Palaquium obovatum,2015,3,7.068583471
2498.2015,F1,F1T33,Croton oblongus,2015,6.8,36.31681108
2499.2015,F1,F1T34,Syzygium filiforme,2015,2.1,3.463605901
2500.2015,F1,F1T35,Garcinia cf. parvifolia,2015,3.7,10.75210086
2501.2015,F1,F1T36,Elaeocarpus mastersii,2015,NA,NA
2502.2015,F1,F1T37,Palaquium obovatum,2015,5.5,23.75829444
2503.2015,F1,F1T38,Burseraceae 1,2015,NA,NA
2504.2015,F1,F1T39,Syzygium filiforme,2015,5.1,20.42820623
2505.2015,F1,F1T40,Prunus polystachya,2015,2.6,5.309291585
2506.2015,F1,F1T41,Ixonanthes reticulata,2015,5.2,21.23716634
2507.2015,F1,F1T42,Timonius wallichianus,2015,5.9,27.33971007
2508.2015,F1,F1T43,Garcinia cf. parvifolia,2015,NA,NA
2509.2015,F1,F1T44,Palaquium obovatum,2015,2.2,3.801327111
2510.2015,F1,F1T44B,Palaquium obovatum,2015,1.4,1.5393804
2511.2015,F1,F1T45,Garcinia cf. parvifolia,2015,2,3.141592654
2512.2015,F1,F1T46,Syzygium filiforme,2015,2.8,6.157521601
2513.2015,F1,F1T47,Calophyllum wallichianum var. incrassatum,2015,1.9,2.83528737
2514.2015,F1,F1T48,Prunus polystachya,2015,5.3,22.06183441
2515.2015,F1,F1T49,Eurycoma longifolia,2015,6.2,30.1907054
2516.2015,F1,F1T50,Garcinia cf. parvifolia,2015,4,12.56637061
2517.2015,F1,F1T51,Garcinia cf. parvifolia,2015,2.8,6.157521601
2518.2015,F1,F1T52,Santiria laevigata,2015,1.3,1.327322896
2519.2015,F1,F1T53,Burseraceae 1,2015,3.3,8.552985999
2520.2015,F1,F1T54,Ochanostachys amentacea,2015,2.5,4.908738521
2521.2015,F1,F1T55,Garcinia cf. parvifolia,2015,1.6,2.010619298
2522.2015,F1,F1T56,Garcinia cf. parvifolia,2015,4.1,13.20254313
2523.2015,F1,F1T57,Palaquium obovatum,2015,1.7,2.269800692
2524.2015,F1,F1T58,Timonius wallichianus,2015,2.8,6.157521601
2525.2015,F1,F1T58B,Timonius wallichianus,2015,3.7,10.75210086
2526.2015,F1,F1T59,Porterandia anisophylla,2015,4,12.56637061
2527.2015,F1,F1T60,Adenanthera malayana,2015,12.9,130.6981084
2528.2015,F1,F1T61,Heritiera javanica,2015,1.7,2.269800692
2529.2015,F1,F1T62,Palaquium obovatum,2015,4.9,18.8574099
2530.2015,F1,F1T63,Palaquium obovatum,2015,1.5,1.767145868
2531.2015,F1,F1T64,Palaquium obovatum,2015,1.5,1.767145868
2532.2015,F1,F1T65,Beilschmiedia madang,2015,2.3,4.154756284
2533.2015,F1,F1T66,Beilschmiedia madang,2015,5,19.63495408
2534.2015,F1,F1T67,Palaquium obovatum,2015,1.7,2.269800692
2535.2015,F1,F1T68,Gonystylus confusus,2015,4.3,14.52201204
2536.2015,F1,F1T69,Garcinia cf. parvifolia,2015,2.1,3.463605901
2537.2015,F1,F1T70,Garcinia cf. parvifolia,2015,1.3,1.327322896
2538.2015,F1,F1T71,Beilschmiedia madang,2015,2.9,6.605198554
2539.2015,F1,F1T72,Litsea castanea,2015,10.7,89.92023573
2540.2015,F1,F1T72B,Litsea castanea,2015,8.9,62.21138852
2541.2015,F1,F1T73,Prunus polystachya,2015,4.4,15.20530844
2542.2015,F1,F1T74,Syzygium cinereum,2015,2,3.141592654
2543.2015,F1,F1T75,Garcinia cf. parvifolia,2015,2.8,6.157521601
2544.2015,F1,F1T76,Heritiera javanica,2015,NA,NA
2545.2015,F1,F1T76B,Heritiera javanica,2015,2.4,4.523893421
2546.2015,F1,F1T77,Macaranga bancana,2015,NA,NA
2547.2015,F1,F1T78,Beilschmiedia madang,2015,NA,NA
2548.2015,F1,F1T79,Garcinia cf. parvifolia,2015,2.7,5.725552611
2549.2015,F1,F1T80,Palaquium obovatum,2015,1.7,2.269800692
2550.2015,F1,F1T81,Palaquium obovatum,2015,NA,NA
2551.2015,F1,F1T82,Heritiera javanica,2015,1.7,2.269800692
2552.2015,F1,F1T82B,Heritiera javanica,2015,1.4,1.5393804
2553.2015,F1,F1T83,Garcinia cf. parvifolia,2015,8.4,55.41769441
2554.2015,F1,F1T84,Litsea castanea,2015,1.1,0.950331778
2555.2015,F1,F1T85,Gironniera nervosa,2015,NA,NA
2556.2015,F1,F1T86,Timonius wallichianus,2015,NA,NA
2557.2015,F1,F1T87,Burseraceae 1,2015,NA,NA
2558.2015,F1,F1T88,Palaquium obovatum,2015,1.1,0.950331778
2559.2015,F1,F1T89,Litsea castanea,2015,NA,NA
2560.2015,F1,F1T90,Garcinia cf. parvifolia,2015,NA,NA
2561.2015,F1,F1T91,Timonius wallichianus,2015,5.6,24.6300864
2562.2015,F1,F1T91B,Timonius wallichianus,2015,NA,NA
2563.2015,F1,F1T92,Heritiera javanica,2015,6.8,36.31681108
2564.2015,F1,F1T93,Archidendron clypearia,2015,NA,NA
2565.2015,F1,F1T94,Gonystylus confusus,2015,NA,NA
2566.2015,F1,F1T95,Palaquium obovatum,2015,NA,NA
2567.2015,F1,F1T96,Litsea castanea,2015,NA,NA
2568.2015,F1,F1T97,Gonystylus confusus,2015,6.3,31.17245311
2569.2015,F1,F1T98,Palaquium obovatum,2015,2.4,4.523893421
2570.2015,F1,F1T99,Palaquium obovatum,2015,2.5,4.908738521
2571.2015,F4,F4T01,Timonius wallichianus,2015,3.3,8.552985999
2572.2015,F4,F4T02,Calophyllum ferrugineum,2015,4.9,18.8574099
2573.2015,F4,F4T02B,Calophyllum ferrugineum,2015,1.1,0.950331778
2574.2015,F4,F4T02C,Calophyllum ferrugineum,2015,1.6,2.010619298
2575.2015,F4,F4T02D,Calophyllum ferrugineum,2015,2.1,3.463605901
2576.2015,F4,F4T02E,Calophyllum ferrugineum,2015,1.7,2.269800692
2577.2015,F4,F4T03,Macaranga bancana,2015,NA,NA
2578.2015,F4,F4T04,Elaeocarpus petiolatus,2015,14,153.93804
2579.2015,F4,F4T04B,Elaeocarpus petiolatus,2015,5.7,25.51758633
2580.2015,F4,F4T04C,Elaeocarpus petiolatus,2015,NA,NA
2581.2015,F4,F4T05,Litsea elliptica,2015,10.3,83.32289115
2582.2015,F4,F4T06,Calophyllum wallichianum var. incrassatum,2015,1.8,2.544690049
2583.2015,F4,F4T07,Litsea castanea,2015,NA,NA
2584.2015,F4,F4T07B,Litsea castanea,2015,6.7,35.25652355
2585.2015,F4,F4T07C,Litsea castanea,2015,3.5,9.621127502
