,plot,UID,species,year,dbh,basal
1.2011,A27,A27T01,Gironniera nervosa,2011,6.8,36.31681108
2.2011,A27,A27T02,Rhodamnia cinerea,2011,39.3,1213.039609
3.2011,A27,A27T03,Gironniera nervosa,2011,11.7,107.5131546
4.2011,A27,A27T04,Gironniera nervosa,2011,2.4,4.523893421
5.2011,A27,A27T05,Artocarpus nitidus,2011,4.6,16.61902514
6.2011,A27,A27T06,Gironniera nervosa,2011,6,28.27433388
7.2011,A27,A27T07,Timonius wallichianus,2011,4,12.56637061
8.2011,A27,A27T08,Gironniera nervosa,2011,8.2,52.81017251
9.2011,A27,A27T09,Porterandia anisophylla,2011,3.2,8.042477193
10.2011,A27,A27T10,Artocarpus elasticus,2011,2.5,4.908738521
11.2011,A27,A27T11,Gironniera nervosa,2011,2.5,4.908738521
12.2011,A27,A27T12,Litsea elliptica,2011,20.6,333.2915646
13.2011,A27,A27T13,Calophyllum wallichianum var. incrassatum,2011,1.8,2.544690049
14.2011,A27,A27T14,Rhodamnia cinerea,2011,2.5,4.908738521
15.2011,A27,A27T15,Rhodamnia cinerea,2011,30.4,725.8335667
16.2011,A27,A27T15B,Rhodamnia cinerea,2011,NA,NA
17.2011,A27,A27T15C,Rhodamnia cinerea,2011,NA,NA
18.2011,A27,A27T16,Palaquium obovatum,2011,1.6,2.010619298
19.2011,A27,A27T17,Porterandia anisophylla,2011,8.1,51.5299735
20.2011,A27,A27T18,Clerodendrum laevifolium,2011,2,3.141592654
21.2011,A27,A27T19,Garcinia cf. forbesii,2011,4.2,13.8544236
22.2011,A27,A27T20,Garcinia cf. forbesii,2011,1.9,2.83528737
23.2011,A27,A27T21,Garcinia cf. parvifolia,2011,2,3.141592654
24.2011,A27,A27T22,Garcinia cf. parvifolia,2011,1,0.785398163
25.2011,A27,A27T24A,Rhodamnia cinerea,2011,18.2,260.1552876
26.2011,A27,A27T24B,Rhodamnia cinerea,2011,1.5,1.767145868
27.2011,A27,A27T25,Artocarpus elasticus,2011,3.1,7.54767635
28.2011,A27,A27T26,Archidendron clypearia,2011,1.2,1.130973355
29.2011,A27,A27T27,Clerodendrum laevifolium,2011,4.7,17.34944543
30.2011,A27,A27T28,Gironniera nervosa,2011,10.6,88.24733764
31.2011,A27,A27T29,Garcinia cf. parvifolia,2011,2.5,4.908738521
32.2011,A27,A27T30,Garcinia cf. parvifolia,2011,1.2,1.130973355
33.2011,A27,A27T31,Canarium pilosum,2011,1,0.785398163
34.2011,A27,A27T32,Santiria rubiginosa,2011,1.3,1.327322896
35.2011,A27,A27T33,Garcinia cf. parvifolia,2011,1.6,2.010619298
36.2011,A27,A27T34,Archidendron clypearia,2011,1.6,2.010619298
37.2011,A27,A27T36A,Clerodendrum laevifolium,2011,2.4,4.523893421
38.2011,A27,A27T36B,Clerodendrum laevifolium,2011,3.4,9.079202769
39.2011,A27,A27T36C,Clerodendrum laevifolium,2011,NA,NA
40.2011,A27,A27T36D,Clerodendrum laevifolium,2011,NA,NA
41.2011,A27,A27T36E,Clerodendrum laevifolium,2011,NA,NA
42.2011,A27,A27T37,Garcinia cf. parvifolia,2011,1.5,1.767145868
43.2011,A27,A27T38,cf. Syzygium borneense,2011,1.2,1.130973355
44.2011,A27,A27T39,Knema curtisii,2011,2.5,4.908738521
45.2011,A27,A27T40,Timonius wallichianus,2011,7.8,47.78362426
46.2011,A27,A27T41,Rhodamnia cinerea,2011,22.1,383.596317
47.2011,A27,A27T42,Syzygium glaucum,2011,3.9,11.94590607
48.2011,A27,A27T42B,Syzygium glaucum,2011,NA,NA
49.2011,A27,A27T42C,Syzygium glaucum,2011,NA,NA
50.2011,A27,A27T42D,Syzygium glaucum,2011,NA,NA
51.2011,A27,A27T42E,Syzygium glaucum,2011,NA,NA
52.2011,A27,A27T43,Garcinia cf. parvifolia,2011,NA,NA
53.2011,A27,A27T44,Canarium pilosum,2011,NA,NA
54.2011,A27,A27T45,Elaeocarpus ferrugineus,2011,NA,NA
55.2011,A27,A27T46,Garcinia cf. forbesii,2011,NA,NA
56.2011,A27,A27T47,Elaeocarpus mastersii,2011,NA,NA
57.2011,A27,A27T48,Archidendron clypearia,2011,NA,NA
58.2011,A27,A27T49,Clerodendrum laevifolium,2011,NA,NA
59.2011,A27,A27T50,Canarium pilosum,2011,NA,NA
60.2011,A27,A27T51,Palaquium obovatum,2011,NA,NA
61.2011,A27,A27T52,Santiria rubiginosa,2011,NA,NA
62.2011,A27,A27T53,Santiria rubiginosa,2011,NA,NA
63.2011,A27,A27T54,Archidendron clypearia,2011,NA,NA
64.2011,A27,A27T54B,Archidendron clypearia,2011,NA,NA
65.2011,A27,A27T54C,Archidendron clypearia,2011,NA,NA
66.2011,A27,A27T54D,Archidendron clypearia,2011,NA,NA
67.2011,A27,A27T55,Xylopia ferruginea,2011,NA,NA
68.2011,A27,A27T56,Xylopia ferruginea,2011,NA,NA
69.2011,A27,A27T57,Xylopia ferruginea,2011,NA,NA
70.2011,A27,A27T58,Xylopia ferruginea,2011,NA,NA
71.2011,A27,A27T59,Canarium pilosum,2011,NA,NA
72.2011,A27,A27T60,Prunus polystachya,2011,NA,NA
73.2011,A27,A27T60B,Prunus polystachya,2011,NA,NA
74.2011,A27,A27T61,Artocarpus elasticus,2011,NA,NA
75.2011,A27,A27T62,Artocarpus elasticus,2011,NA,NA
76.2011,A27,A27T63,Macaranga bancana,2011,NA,NA
77.2011,A27,A27T64,Macaranga bancana,2011,NA,NA
78.2011,A27,A27T65,Macaranga bancana,2011,NA,NA
79.2011,A27,A27T66,Porterandia anisophylla,2011,NA,NA
80.2011,A27,A27T67,Clerodendrum laevifolium,2011,NA,NA
81.2011,A27,A27T68,Prunus polystachya,2011,NA,NA
82.2011,A27,A27T69,Macaranga bancana,2011,NA,NA
83.2011,A27,A27T70,Strombosia ceylanica,2011,NA,NA
84.2011,A27,A27T71,Anisophyllea disticha,2011,NA,NA
85.2011,A27,A27T72,Archidendron clypearia,2011,NA,NA
86.2011,A27,A27T73,Anisophyllea disticha,2011,NA,NA
87.2011,A27,A27T74,Elaeocarpus mastersii,2011,NA,NA
88.2011,A27,A27T75,Archidendron clypearia,2011,NA,NA
89.2011,A27,A27T75B,Archidendron clypearia,2011,NA,NA
90.2011,A27,A27T76,Strombosia ceylanica,2011,NA,NA
91.2011,A27,A27T77,Canarium pilosum,2011,NA,NA
92.2011,A27,A27T78,Garcinia cf. parvifolia,2011,NA,NA
93.2011,A27,A27T79,Canarium pilosum,2011,NA,NA
94.2011,A27,A27T80,Gironniera nervosa,2011,NA,NA
95.2011,A27,A27T81,Elaeocarpus ferrugineus,2011,NA,NA
96.2011,A27,A27T82,Garcinia cf. parvifolia,2011,NA,NA
97.2011,A27,A27T83,Palaquium obovatum,2011,NA,NA
98.2011,A27,A27T84,Archidendron clypearia,2011,NA,NA
99.2011,A27,A27T85,Archidendron clypearia,2011,NA,NA
100.2011,A27,A27T86,Alstonia angustifolia,2011,NA,NA
101.2011,A27,A27T87,Prunus polystachya,2011,NA,NA
102.2011,A27,A27T88,Garcinia forbesii,2011,NA,NA
103.2011,A27,A27T89,Xylopia ferruginea,2011,NA,NA
104.2011,A27,A27T90,Gironniera nervosa,2011,NA,NA
105.2011,A27,A27T91,Prunus polystachya,2011,NA,NA
106.2011,A27,A27T92,Gironniera nervosa,2011,NA,NA
107.2011,A27,A27T93,Timonius wallichianus,2011,NA,NA
108.2011,A27,A27T94,Prunus polystachya,2011,NA,NA
109.2011,A27,A27T95,Palaquium obovatum,2011,NA,NA
110.2011,A28,A28T01,Garcinia cf. parvifolia,2011,11.5,103.8689071
111.2011,A28,A28T02,Gironniera nervosa,2011,17.2,232.3521927
112.2011,A28,A28T03,Rhodamnia cinerea,2011,12.9,130.6981084
113.2011,A28,A28T04,Garcinia cf. parvifolia,2011,7.1,39.59192142
114.2011,A28,A28T05,Timonius wallichianus,2011,7.5,44.17864669
115.2011,A28,A28T06,Alstonia angustifolia,2011,15.1,179.0786352
116.2011,A28,A28T07,Garcinia cf. parvifolia,2011,1,0.785398163
117.2011,A28,A28T08,Gironniera nervosa,2011,22.7,404.7078196
118.2011,A28,A28T09,Canarium pilosum,2011,4.8,18.09557368
119.2011,A28,A28T10,Calophyllum wallichianum var. incrassatum,2011,5.1,20.42820623
120.2011,A28,A28T11,Garcinia cf. parvifolia,2011,3.5,9.621127502
121.2011,A28,A28T12,Elaeocarpus mastersii,2011,2.2,3.801327111
122.2011,A28,A28T13,Gironniera nervosa,2011,20.5,330.0635782
123.2011,A28,A28T14,Garcinia cf. parvifolia,2011,1.4,1.5393804
124.2011,A28,A28T15,Timonius wallichianus,2011,3.1,7.54767635
125.2011,A28,A28T16,Gironniera nervosa,2011,16.5,213.82465
126.2011,A28,A28T17,Calophyllum wallichianum var. incrassatum,2011,3,7.068583471
127.2011,A28,A28T18,Garcinia cf. parvifolia,2011,1.3,1.327322896
128.2011,A28,A28T19,Garcinia cf. parvifolia,2011,5.5,23.75829444
129.2011,A28,A28T20,Elaeocarpus mastersii,2011,5.9,27.33971007
130.2011,A28,A28T21,Calophyllum wallichianum var. incrassatum,2011,3,7.068583471
131.2011,A28,A28T22,Gironniera nervosa,2011,13.3,138.9290811
132.2011,A28,A28T23,Gironniera nervosa,2011,4,12.56637061
133.2011,A28,A28T24A,Rhodamnia cinerea,2011,22,380.1327111
134.2011,A28,A28T24B,Rhodamnia cinerea,2011,NA,NA
135.2011,A28,A28T24C,Rhodamnia cinerea,2011,NA,NA
136.2011,A28,A28T24D,Rhodamnia cinerea,2011,NA,NA
137.2011,A28,A28T25,Gironniera nervosa,2011,10.8,91.60884178
138.2011,A28,A28T26,Garcinia cf. parvifolia,2011,6,28.27433388
139.2011,A28,A28T27,Aporosa frutescens,2011,4.9,18.8574099
140.2011,A28,A28T28,Aporosa frutescens,2011,3,7.068583471
141.2011,A28,A28T29,Garcinia scortechinii,2011,3.6,10.1787602
142.2011,A28,A28T30,Garcinia cf. eugeniifolia,2011,4.2,13.8544236
143.2011,A28,A28T31,Garcinia cf. parvifolia,2011,3.7,10.75210086
144.2011,A28,A28T32,Garcinia cf. parvifolia,2011,8.9,62.21138852
145.2011,A28,A28T33,Gironniera nervosa,2011,5.2,21.23716634
146.2011,A28,A28T34,Gironniera nervosa,2011,15.8,196.0667975
147.2011,A28,A28T35,Hevea brasiliensis,2011,48,1809.557368
148.2011,A28,A28T36,Syzygium borneense,2011,NA,NA
149.2011,A28,A28T37,Garcinia cf. parvifolia,2011,NA,NA
150.2011,A28,A28T38,Garcinia cf. parvifolia,2011,NA,NA
151.2011,A28,A28T39,Garcinia cf. parvifolia,2011,NA,NA
152.2011,A28,A28T40,Garcinia cf. parvifolia,2011,NA,NA
153.2011,A2,A2T01,Archidendron clypearia,2011,1.2,1.130973355
154.2011,A2,A2T02,Archidendron clypearia,2011,1.3,1.327322896
155.2011,A2,A2T03,Archidendron clypearia,2011,1.2,1.130973355
156.2011,A2,A2T04,Syzygium glaucum,2011,2,3.141592654
157.2011,A2,A2T05,Diospyros cf. lanceifolia,2011,1.2,1.130973355
158.2011,A2,A2T06,Garcinia cf. parvifolia,2011,1.2,1.130973355
159.2011,A2,A2T07,Garcinia cf. eugeniifolia,2011,6.3,31.17245311
160.2011,A2,A2T08,Archidendron clypearia,2011,1.2,1.130973355
161.2011,A2,A2T09,Caryota mitis,2011,4.8,18.09557368
162.2011,A2,A2T10,Syzygium borneense,2011,1,0.785398163
163.2011,A2,A2T11,Syzygium chloranthum,2011,22.9,411.8706509
164.2011,A2,A2T12,Garcinia cf. parvifolia,2011,3,7.068583471
165.2011,A2,A2T13,Archidendron clypearia,2011,1.3,1.327322896
166.2011,A2,A2T14,Archidendron clypearia,2011,1.4,1.5393804
167.2011,A2,A2T15,Garcinia cf. parvifolia,2011,2.2,3.801327111
168.2011,A2,A2T16,cf. Garcinia parvifolia,2011,3.8,11.34114948
169.2011,A2,A2T17,Archidendron clypearia,2011,1.5,1.767145868
170.2011,A2,A2T18,Archidendron clypearia,2011,1.2,1.130973355
171.2011,A2,A2T19,Calophyllum pulcherrimum,2011,3,7.068583471
172.2011,A2,A2T20,Gironniera subaequalis,2011,2,3.141592654
173.2011,A2,A2T21,Alstonia angustifolia,2011,1,0.785398163
174.2011,A2,A2T22A,Rhodamnia cinerea,2011,13,132.7322896
175.2011,A2,A2T22B,Rhodamnia cinerea,2011,NA,NA
176.2011,A2,A2T23,Garcinia cf. parvifolia,2011,2.8,6.157521601
177.2011,A2,A2T24,Baccaurea parviflora,2011,5.8,26.42079422
178.2011,A2,A2T25,Calophyllum teysmannii,2011,2.1,3.463605901
179.2011,A2,A2T26,Archidendron clypearia,2011,1,0.785398163
180.2011,A2,A2T27,Garcinia cf. parvifolia,2011,1.4,1.5393804
181.2011,A2,A2T28,Alstonia angustifolia,2011,1.1,0.950331778
182.2011,A2,A2T28B,Alstonia angustifolia,2011,NA,NA
183.2011,A2,A2T29,Calophyllum wallichianum var. incrassatum,2011,1.3,1.327322896
184.2011,A2,A2T30,Beilschmiedia madang,2011,1.8,2.544690049
185.2011,A2,A2T31,Garcinia cf. parvifolia,2011,1.8,2.544690049
186.2011,A2,A2T32,Beilschmiedia madang,2011,2,3.141592654
187.2011,A2,A2T33,Garcinia cf. parvifolia,2011,1,0.785398163
188.2011,A2,A2T34,Garcinia cf. parvifolia,2011,1.5,1.767145868
189.2011,A2,A2T35,Rhodamnia cinerea,2011,23.5,433.7361357
190.2011,A2,A2T36,Palaquium obovatum,2011,3.5,9.621127502
191.2011,A2,A2T37,Calophyllum pulcherrimum,2011,2.1,3.463605901
192.2011,A2,A2T38,Anisophyllea disticha,2011,1.8,2.544690049
193.2011,A2,A2T39,Santiria rubiginosa,2011,39,1194.590607
194.2011,A2,A2T40,Gironniera nervosa,2011,2,3.141592654
195.2011,A2,A2T41,Burseraceae 1,2011,1.6,2.010619298
196.2011,A2,A2T42,Garcinia cf. parvifolia,2011,2.2,3.801327111
197.2011,A2,A2T43,Psydrax sp. 10,2011,8.6,58.08804816
198.2011,A2,A2T44,Archidendron clypearia,2011,1.4,1.5393804
199.2011,A2,A2T45,Calophyllum tetrapterum,2011,1.4,1.5393804
200.2011,A2,A2T46,Santiria rubiginosa,2011,1.5,1.767145868
201.2011,A2,A2T47,Syzygium grande,2011,1.7,2.269800692
202.2011,A2,A2T48,Rhodamnia cinerea,2011,21.1,349.6671163
203.2011,A2,A2T49,Archidendron clypearia,2011,1.3,1.327322896
204.2011,A2,A2T50,Calophyllum pulcherrimum,2011,3.1,7.54767635
205.2011,A2,A2T51,Xanthophyllum flavescens,2011,3.1,7.54767635
206.2011,A2,A2T52,Garcinia cf. parvifolia,2011,7.6,45.36459792
207.2011,A2,A2T53A,Rhodamnia cinerea,2011,10.6,88.24733764
208.2011,A2,A2T53B,Rhodamnia cinerea,2011,10,78.53981634
209.2011,A2,A2T54,Syzygium zeylanicum,2011,NA,NA
210.2011,A2,A2T55,Calophyllum wallichianum var. incrassatum,2011,NA,NA
211.2011,A2,A2T56,Archidendron clypearia,2011,NA,NA
212.2011,A2,A2T57,Anisophyllea disticha,2011,NA,NA
213.2011,A2,A2T58,Diospyros cf. lanceifolia,2011,NA,NA
214.2011,A2,A2T59,Diospyros cf. lanceifolia,2011,NA,NA
215.2011,A2,A2T60,Archidendron clypearia,2011,NA,NA
216.2011,A2,A2T61,Archidendron clypearia,2011,NA,NA
217.2011,A2,A2T62,Diospyros cf. lanceifolia,2011,NA,NA
218.2011,A2,A2T63,Diospyros cf. lanceifolia,2011,NA,NA
219.2011,A2,A2T64,Timonius wallichianus,2011,NA,NA
220.2011,A2,A2T65,Archidendron clypearia,2011,NA,NA
221.2011,A2,A2T66,Archidendron clypearia,2011,NA,NA
222.2011,A2,A2T69,Gironniera nervosa,2011,NA,NA
223.2011,A2,A2T70,Beilschmiedia madang,2011,NA,NA
224.2011,A2,A2T70B,Beilschmiedia madang,2011,NA,NA
225.2011,A2,A2T71,Prunus polystachya,2011,NA,NA
226.2011,A58,A58T01,Baccaurea bracteata,2011,6.7,35.25652355
227.2011,A58,A58T02,Calophyllum pulcherrimum,2011,2,3.141592654
228.2011,A58,A58T03,Calophyllum pulcherrimum,2011,2.1,3.463605901
229.2011,A58,A58T04,Garcinia cf. eugeniifolia,2011,13.5,143.1388153
230.2011,A58,A58T05,Calophyllum pulcherrimum,2011,1.2,1.130973355
231.2011,A58,A58T06,Calophyllum pulcherrimum,2011,2.8,6.157521601
232.2011,A58,A58T07,Calophyllum pulcherrimum,2011,1,0.785398163
233.2011,A58,A58T08,Syzygium borneense,2011,1.1,0.950331778
234.2011,A58,A58T09,Timonius wallichianus,2011,9,63.61725124
235.2011,A58,A58T10,Calophyllum pulcherrimum,2011,1.6,2.010619298
236.2011,A58,A58T100,Garcinia cf. parvifolia,2011,NA,NA
237.2011,A58,A58T101,Xanthophyllum eurhynchum,2011,NA,NA
238.2011,A58,A58T102,Calophyllum pulcherrimum,2011,NA,NA
239.2011,A58,A58T103,Garcinia cf. parvifolia,2011,NA,NA
240.2011,A58,A58T104,Syzygium borneense,2011,NA,NA
241.2011,A58,A58T105,Calophyllum pulcherrimum,2011,NA,NA
242.2011,A58,A58T106,Garcinia cf. parvifolia,2011,NA,NA
243.2011,A58,A58T107,Garcinia cf. parvifolia,2011,NA,NA
244.2011,A58,A58T108,Calophyllum pulcherrimum,2011,NA,NA
245.2011,A58,A58T109,Elaeocarpus petiolatus,2011,NA,NA
246.2011,A58,A58T11,Timonius wallichianus,2011,12,113.0973355
247.2011,A58,A58T110,Calophyllum wallichianum var. incrassatum,2011,NA,NA
248.2011,A58,A58T111,Calophyllum pulcherrimum,2011,NA,NA
249.2011,A58,A58T112,Calophyllum pulcherrimum,2011,NA,NA
250.2011,A58,A58T113,Elaeocarpus mastersii,2011,NA,NA
251.2011,A58,A58T114,Syzygium borneense,2011,NA,NA
252.2011,A58,A58T115,Gironniera nervosa,2011,NA,NA
253.2011,A58,A58T116,Garcinia cf. parvifolia,2011,NA,NA
254.2011,A58,A58T117,Archidendron clypearia,2011,NA,NA
255.2011,A58,A58T118,Calophyllum pulcherrimum,2011,NA,NA
256.2011,A58,A58T119,Garcinia cf. parvifolia,2011,NA,NA
257.2011,A58,A58T12,Elaeocarpus mastersii,2011,6,28.27433388
258.2011,A58,A58T120,Garcinia cf. parvifolia,2011,NA,NA
259.2011,A58,A58T13,Psydrax sp. 10,2011,1.3,1.327322896
260.2011,A58,A58T14,Calophyllum pulcherrimum,2011,2.9,6.605198554
261.2011,A58,A58T15,Calophyllum pulcherrimum,2011,1.8,2.544690049
262.2011,A58,A58T16,Garcinia cf. parvifolia,2011,2,3.141592654
263.2011,A58,A58T17,Garcinia cf. parvifolia,2011,1.9,2.83528737
264.2011,A58,A58T18,Garcinia cf. eugeniifolia,2011,3,7.068583471
265.2011,A58,A58T19,Garcinia cf. parvifolia,2011,1.2,1.130973355
266.2011,A58,A58T20,Gironniera nervosa,2011,4.9,18.8574099
267.2011,A58,A58T21,Timonius wallichianus,2011,4.1,13.20254313
268.2011,A58,A58T22,Calophyllum pulcherrimum,2011,1,0.785398163
269.2011,A58,A58T23,Garcinia scortechinii,2011,1,0.785398163
270.2011,A58,A58T24,Calophyllum pulcherrimum,2011,1.7,2.269800692
271.2011,A58,A58T25,Calophyllum pulcherrimum,2011,1.9,2.83528737
272.2011,A58,A58T26,Calophyllum teysmannii,2011,1.1,0.950331778
273.2011,A58,A58T27,Calophyllum pulcherrimum,2011,2,3.141592654
274.2011,A58,A58T28,Syzygium filiforme,2011,1,0.785398163
275.2011,A58,A58T29,Calophyllum pulcherrimum,2011,2.4,4.523893421
276.2011,A58,A58T30,Garcinia cf. parvifolia,2011,1,0.785398163
277.2011,A58,A58T31,Syzygium filiforme,2011,3.5,9.621127502
278.2011,A58,A58T32,Calophyllum pulcherrimum,2011,3.7,10.75210086
279.2011,A58,A58T33,Garcinia cf. parvifolia,2011,2.5,4.908738521
280.2011,A58,A58T34,Garcinia cf. parvifolia,2011,2.3,4.154756284
281.2011,A58,A58T35,Calophyllum pulcherrimum,2011,2.3,4.154756284
282.2011,A58,A58T36,Garcinia cf. parvifolia,2011,1.5,1.767145868
283.2011,A58,A58T37,Calophyllum pulcherrimum,2011,1.7,2.269800692
284.2011,A58,A58T38,Garcinia cf. parvifolia,2011,1.1,0.950331778
285.2011,A58,A58T39,Elaeocarpus mastersii,2011,1.8,2.544690049
286.2011,A58,A58T39B,Elaeocarpus mastersii,2011,NA,NA
287.2011,A58,A58T40,Syzygium filiforme,2011,1,0.785398163
288.2011,A58,A58T41,Gironniera nervosa,2011,2.4,4.523893421
289.2011,A58,A58T42,Calophyllum pulcherrimum,2011,1.1,0.950331778
290.2011,A58,A58T43,Gironniera nervosa,2011,4.8,18.09557368
291.2011,A58,A58T44,Archidendron clypearia,2011,1.1,0.950331778
292.2011,A58,A58T45,Baccaurea bracteata,2011,5.6,24.6300864
293.2011,A58,A58T46,Calophyllum pulcherrimum,2011,1,0.785398163
294.2011,A58,A58T47,Syzygium filiforme,2011,1.9,2.83528737
295.2011,A58,A58T48,Elaeocarpus mastersii,2011,13.9,151.7467792
296.2011,A58,A58T49,Calophyllum wallichianum var. incrassatum,2011,3,7.068583471
297.2011,A58,A58T50,Syzygium pycnanthum,2011,3.6,10.1787602
298.2011,A58,A58T51,Syzygium filiforme,2011,2.9,6.605198554
299.2011,A58,A58T52,Calophyllum pulcherrimum,2011,3.3,8.552985999
300.2011,A58,A58T53,Garcinia cf. parvifolia,2011,1.2,1.130973355
301.2011,A58,A58T54,Timonius wallichianus,2011,5,19.63495408
302.2011,A58,A58T55,Calophyllum pulcherrimum,2011,2,3.141592654
303.2011,A58,A58T56,Calophyllum pulcherrimum,2011,1.3,1.327322896
304.2011,A58,A58T57,Garcinia cf. parvifolia,2011,1.4,1.5393804
305.2011,A58,A58T58,Calophyllum pulcherrimum,2011,2.9,6.605198554
306.2011,A58,A58T59,Calophyllum pulcherrimum,2011,3.3,8.552985999
307.2011,A58,A58T60,Garcinia cf. parvifolia,2011,1,0.785398163
308.2011,A58,A58T61,Garcinia cf. parvifolia,2011,1.2,1.130973355
309.2011,A58,A58T62,Calophyllum pulcherrimum,2011,2,3.141592654
310.2011,A58,A58T63,Calophyllum pulcherrimum,2011,1.2,1.130973355
311.2011,A58,A58T64,Garcinia cf. parvifolia,2011,1.3,1.327322896
312.2011,A58,A58T65,Calophyllum pulcherrimum,2011,2.4,4.523893421
313.2011,A58,A58T66,Macaranga bancana,2011,6.4,32.16990877
314.2011,A58,A58T67,Calophyllum teysmannii,2011,1.2,1.130973355
315.2011,A58,A58T68,Calophyllum pulcherrimum,2011,1.8,2.544690049
316.2011,A58,A58T69,Garcinia cf. parvifolia,2011,2,3.141592654
317.2011,A58,A58T70,Garcinia cf. parvifolia,2011,1,0.785398163
318.2011,A58,A58T71,Calophyllum pulcherrimum,2011,5.5,23.75829444
319.2011,A58,A58T72,Calophyllum pulcherrimum,2011,1.3,1.327322896
320.2011,A58,A58T73,Calophyllum pulcherrimum,2011,1.5,1.767145868
321.2011,A58,A58T74,Garcinia cf. parvifolia,2011,2.4,4.523893421
322.2011,A58,A58T75,Calophyllum pulcherrimum,2011,1.1,0.950331778
323.2011,A58,A58T76,Litsea firma,2011,3.8,11.34114948
324.2011,A58,A58T77,Timonius wallichianus,2011,14.5,165.1299639
325.2011,A58,A58T78,Calophyllum pulcherrimum,2011,1.2,1.130973355
326.2011,A58,A58T79,Rhodamnia cinerea,2011,19.2,289.529179
327.2011,A58,A58T79B,Rhodamnia cinerea,2011,NA,NA
328.2011,A58,A58T80,Calophyllum pulcherrimum,2011,1,0.785398163
329.2011,A58,A58T81,Calophyllum pulcherrimum,2011,1,0.785398163
330.2011,A58,A58T82,Calophyllum pulcherrimum,2011,1.2,1.130973355
331.2011,A58,A58T83,Calophyllum pulcherrimum,2011,2.1,3.463605901
332.2011,A58,A58T84,Calophyllum pulcherrimum,2011,1.2,1.130973355
333.2011,A58,A58T85,Calophyllum pulcherrimum,2011,1.9,2.83528737
334.2011,A58,A58T86,Calophyllum pulcherrimum,2011,2.1,3.463605901
335.2011,A58,A58T87,Calophyllum pulcherrimum,2011,3.2,8.042477193
336.2011,A58,A58T88,Calophyllum pulcherrimum,2011,1.2,1.130973355
337.2011,A58,A58T89,Calophyllum pulcherrimum,2011,1.4,1.5393804
338.2011,A58,A58T90,Calophyllum pulcherrimum,2011,1,0.785398163
339.2011,A58,A58T91,Calophyllum pulcherrimum,2011,1,0.785398163
340.2011,A58,A58T92,Calophyllum pulcherrimum,2011,1,0.785398163
341.2011,A58,A58T93,Garcinia cf. parvifolia,2011,1,0.785398163
342.2011,A58,A58T94,Rhodamnia cinerea,2011,35.5,989.7980354
343.2011,A58,A58T94B,Rhodamnia cinerea,2011,NA,NA
344.2011,A58,A58T94C,Rhodamnia cinerea,2011,NA,NA
345.2011,A58,A58T95,Gironniera nervosa,2011,1.1,0.950331778
346.2011,A58,A58T96,Garcinia cf. parvifolia,2011,1.4,1.5393804
347.2011,A58,A58T97,Garcinia cf. parvifolia,2011,1,0.785398163
348.2011,A58,A58T98,Strombosia ceylanica,2011,NA,NA
349.2011,A58,A58T99,Calophyllum pulcherrimum,2011,NA,NA
350.2011,A63,A63T01,Syzygium filiforme,2011,1.5,1.767145868
351.2011,A63,A63T01B,Syzygium filiforme,2011,NA,NA
352.2011,A63,A63T02,Syzygium filiforme,2011,4.6,16.61902514
353.2011,A63,A63T03,Syzygium filiforme,2011,1.5,1.767145868
354.2011,A63,A63T03B,Syzygium filiforme,2011,NA,NA
355.2011,A63,A63T03C,Syzygium filiforme,2011,NA,NA
356.2011,A63,A63T04,Diospyros cf. lanceifolia,2011,2.2,3.801327111
357.2011,A63,A63T05,Syzygium filiforme,2011,2.9,6.605198554
358.2011,A63,A63T06,Syzygium filiforme,2011,2.1,3.463605901
359.2011,A63,A63T06a,Diospyros cf. lanceifolia,2011,NA,NA
360.2011,A63,A63T06b,Diospyros cf. lanceifolia,2011,NA,NA
361.2011,A63,A63T07,Syzygium filiforme,2011,2.8,6.157521601
362.2011,A63,A63T08,Gynotroches axillaris,2011,1.9,2.83528737
363.2011,A63,A63T08B,Gynotroches axillaris,2011,NA,NA
364.2011,A63,A63T08C,Gynotroches axillaris,2011,NA,NA
365.2011,A63,A63T09,Diospyros cf. lanceifolia,2011,1.5,1.767145868
366.2011,A63,A63T10,Syzygium filiforme,2011,3.6,10.1787602
367.2011,A63,A63T100,Timonius wallichianus,2011,NA,NA
368.2011,A63,A63T101,Nephelium maingayi,2011,NA,NA
369.2011,A63,A63T102,Syzygium filiforme,2011,NA,NA
370.2011,A63,A63T103,Macaranga bancana,2011,NA,NA
371.2011,A63,A63T104,Nephelium maingayi,2011,NA,NA
372.2011,A63,A63T105,Diospyros cf. lanceifolia,2011,NA,NA
373.2011,A63,A63T106,Syzygium filiforme,2011,NA,NA
374.2011,A63,A63T107,Gironniera nervosa,2011,NA,NA
375.2011,A63,A63T108,Syzygium filiforme,2011,NA,NA
376.2011,A63,A63T109,Syzygium filiforme,2011,NA,NA
377.2011,A63,A63T11,Syzygium filiforme,2011,2.7,5.725552611
378.2011,A63,A63T110,Syzygium filiforme,2011,NA,NA
379.2011,A63,A63T111,Garcinia cf. parvifolia,2011,NA,NA
380.2011,A63,A63T112,Prunus polystachya,2011,NA,NA
381.2011,A63,A63T113,Archidendron clypearia,2011,NA,NA
382.2011,A63,A63T114,Syzygium borneense,2011,NA,NA
383.2011,A63,A63T115,Trigonostemon villosus,2011,NA,NA
384.2011,A63,A63T116,Syzygium filiforme,2011,NA,NA
385.2011,A63,A63T117,Trigonostemon villosus,2011,NA,NA
